source,driving,frame
id10283#p5g1heXp34o#00009.txt#000.mp4,id10283#u3s9xdUlmmk#00002.txt#000.mp4,0.0
id10284#YN4cTBWM-QE#00004.txt#000.mp4,id10286#4TtOX8dgtYI#00004.txt#000.mp4,0.0
id10292#ENIHEvg_VLM#00002.txt#002.mp4,id10283#vaK4t1-WD4M#00019.txt#000.mp4,0.0
id10281#ni6gO5jDLJE#00002.txt#000.mp4,id10292#ENIHEvg_VLM#00002.txt#000.mp4,0.0
id10283#vaK4t1-WD4M#00013.txt#000.mp4,id10292#57KbI2UvGss#00001.txt#000.mp4,0.0
id10289#sf4uMnkYFG8#00013.txt#000.mp4,id10283#vaK4t1-WD4M#00045.txt#000.mp4,0.0
id10286#DPPq8w5ILrA#00002.txt#000.mp4,id10290#KacOkTDTi-g#00001.txt#000.mp4,0.0
id10289#2dD2ZWGfhwc#00001.txt#000.mp4,id10281#dX8RBKI2FKc#00001.txt#000.mp4,0.0
id10292#57KbI2UvGss#00006.txt#000.mp4,id10283#arklnCzCq48#00001.txt#000.mp4,0.0
id10291#TMCTm7GxiDE#00005.txt#000.mp4,id10281#NHARUN9OhSo#00005.txt#000.mp4,0.0
id10285#Zdmm9Mrr8Ts#00004.txt#001.mp4,id10283#vaK4t1-WD4M#00016.txt#000.mp4,0.0
id10283#H4mDLFeGpLU#00001.txt#001.mp4,id10286#DPPq8w5ILrA#00002.txt#002.mp4,0.0
id10286#isKyMAYUOgg#00003.txt#002.mp4,id10281#ni6gO5jDLJE#00005.txt#000.mp4,0.0
id10281#FL2UicCNcwI#00003.txt#000.mp4,id10290#gTbcgoYXWdU#00001.txt#000.mp4,0.0
id10285#FUqAFZmZJ80#00008.txt#000.mp4,id10286#ZAK9gLYNqPs#00005.txt#000.mp4,0.0
id10291#uiBjIKX_0l8#00003.txt#000.mp4,id10281#ni6gO5jDLJE#00004.txt#000.mp4,0.0
id10286#DPPq8w5ILrA#00009.txt#000.mp4,id10291#oLJhH76d0kU#00004.txt#000.mp4,0.0
id10286#9K2YB1d8BqY#00010.txt#000.mp4,id10280#XiKRlssBw2M#00004.txt#000.mp4,0.0
id10283#vaK4t1-WD4M#00035.txt#000.mp4,id10286#4TtOX8dgtYI#00003.txt#000.mp4,0.0
id10283#u3s9xdUlmmk#00007.txt#000.mp4,id10291#d2Lasybvo7s#00003.txt#000.mp4,0.0
id10283#N69Hp2DGMLk#00001.txt#000.mp4,id10289#Fvm877eQSqE#00001.txt#000.mp4,0.0
id10291#ibDSPLFJIu0#00002.txt#000.mp4,id10286#4TtOX8dgtYI#00002.txt#000.mp4,0.0
id10284#YN4cTBWM-QE#00005.txt#000.mp4,id10289#3g9CjhcNEWk#00011.txt#000.mp4,0.0
id10285#FUqAFZmZJ80#00005.txt#000.mp4,id10292#ENIHEvg_VLM#00022.txt#000.mp4,0.0
id10283#u3s9xdUlmmk#00008.txt#000.mp4,id10282#37XQxZ5lBD8#00002.txt#000.mp4,0.0
id10286#9K2YB1d8BqY#00007.txt#000.mp4,id10287#MHoaMi5hKkE#00002.txt#000.mp4,0.0
id10283#r9-0pljhZqs#00015.txt#000.mp4,id10285#FUqAFZmZJ80#00008.txt#000.mp4,0.0
id10292#57KbI2UvGss#00007.txt#000.mp4,id10283#x6M3KQ8-gM4#00003.txt#000.mp4,0.0
id10283#p3q7Z0O6rgg#00004.txt#001.mp4,id10292#57KbI2UvGss#00007.txt#001.mp4,0.0
id10282#qkZNuvX1UNo#00009.txt#000.mp4,id10286#0sETQ5nxvf8#00001.txt#004.mp4,0.0
id10283#r9-0pljhZqs#00016.txt#000.mp4,id10283#vaK4t1-WD4M#00021.txt#000.mp4,0.0
id10283#N69Hp2DGMLk#00005.txt#002.mp4,id10285#FUqAFZmZJ80#00017.txt#000.mp4,0.0
id10286#ZAK9gLYNqPs#00001.txt#000.mp4,id10282#IDA_ElNHLn4#00002.txt#000.mp4,0.0
id10282#U3xR3MZjEVg#00001.txt#000.mp4,id10285#FUqAFZmZJ80#00009.txt#000.mp4,0.0
id10291#oa10caYOOzk#00004.txt#000.mp4,id10281#NHARUN9OhSo#00004.txt#000.mp4,0.0
id10283#vaK4t1-WD4M#00045.txt#000.mp4,id10283#vaK4t1-WD4M#00010.txt#000.mp4,0.0
id10292#ENIHEvg_VLM#00001.txt#000.mp4,id10283#H4mDLFeGpLU#00003.txt#000.mp4,0.0
id10291#oa10caYOOzk#00001.txt#000.mp4,id10283#H4mDLFeGpLU#00006.txt#000.mp4,0.0
id10283#j8UugkSTzzk#00003.txt#000.mp4,id10290#cIi74VD0LF0#00002.txt#000.mp4,0.0
id10290#cIi74VD0LF0#00004.txt#000.mp4,id10291#TMCTm7GxiDE#00004.txt#000.mp4,0.0
id10285#FUqAFZmZJ80#00004.txt#000.mp4,id10283#vaK4t1-WD4M#00030.txt#000.mp4,0.0
id10290#cIi74VD0LF0#00009.txt#000.mp4,id10283#cmG1DiHm-fM#00001.txt#000.mp4,0.0
id10286#9K2YB1d8BqY#00013.txt#000.mp4,id10286#9K2YB1d8BqY#00018.txt#002.mp4,0.0
id10283#vaK4t1-WD4M#00047.txt#000.mp4,id10291#iPZGPcrYIZs#00006.txt#000.mp4,0.0
id10291#iPZGPcrYIZs#00007.txt#000.mp4,id10282#neQO6_CUY4w#00009.txt#000.mp4,0.0
id10283#j8UugkSTzzk#00006.txt#000.mp4,id10286#isKyMAYUOgg#00005.txt#000.mp4,0.0
id10283#H4mDLFeGpLU#00001.txt#000.mp4,id10281#dX8RBKI2FKc#00002.txt#000.mp4,0.0
id10291#ibDSPLFJIu0#00001.txt#000.mp4,id10283#j8UugkSTzzk#00001.txt#000.mp4,0.0
id10287#bP0bKbQQlzc#00005.txt#000.mp4,id10286#isKyMAYUOgg#00006.txt#000.mp4,0.0
id10290#jjzisko126k#00001.txt#000.mp4,id10283#j8UugkSTzzk#00005.txt#000.mp4,0.0
id10285#FUqAFZmZJ80#00001.txt#000.mp4,id10286#DPPq8w5ILrA#00004.txt#000.mp4,0.0
id10291#7lrVxsJOOZ4#00002.txt#000.mp4,id10283#h87Y8nir1o0#00002.txt#000.mp4,0.0
id10283#r9-0pljhZqs#00003.txt#000.mp4,id10291#4aLg_keiGHw#00009.txt#000.mp4,0.0
id10287#RfDogGJ-UnM#00001.txt#000.mp4,id10287#RfDogGJ-UnM#00002.txt#000.mp4,0.0
id10282#IDA_ElNHLn4#00002.txt#000.mp4,id10291#7lrVxsJOOZ4#00002.txt#000.mp4,0.0
id10285#FUqAFZmZJ80#00007.txt#000.mp4,id10282#qkZNuvX1UNo#00009.txt#000.mp4,0.0
id10282#neQO6_CUY4w#00003.txt#000.mp4,id10283#p3q7Z0O6rgg#00003.txt#000.mp4,0.0
id10283#vv4mvANXHcs#00004.txt#002.mp4,id10285#FUqAFZmZJ80#00018.txt#000.mp4,0.0
id10291#0kSotQgmwoI#00001.txt#000.mp4,id10283#vaK4t1-WD4M#00005.txt#000.mp4,0.0
id10291#TMCTm7GxiDE#00007.txt#000.mp4,id10282#U3xR3MZjEVg#00005.txt#000.mp4,0.0
id10280#XiKRlssBw2M#00001.txt#000.mp4,id10286#isKyMAYUOgg#00009.txt#000.mp4,0.0
id10286#a3QzK5pWpI4#00001.txt#000.mp4,id10283#vaK4t1-WD4M#00048.txt#000.mp4,0.0
id10282#neQO6_CUY4w#00001.txt#000.mp4,id10286#DPPq8w5ILrA#00001.txt#000.mp4,0.0
id10286#DPPq8w5ILrA#00003.txt#000.mp4,id10291#d2Lasybvo7s#00005.txt#000.mp4,0.0
id10283#N69Hp2DGMLk#00002.txt#001.mp4,id10283#vv4mvANXHcs#00004.txt#002.mp4,0.0
id10285#FUqAFZmZJ80#00003.txt#000.mp4,id10281#NHARUN9OhSo#00002.txt#000.mp4,0.0
id10286#9K2YB1d8BqY#00004.txt#000.mp4,id10282#U3xR3MZjEVg#00004.txt#000.mp4,0.0
id10285#FUqAFZmZJ80#00002.txt#000.mp4,id10283#vaK4t1-WD4M#00032.txt#000.mp4,0.0
id10282#neQO6_CUY4w#00007.txt#000.mp4,id10283#h87Y8nir1o0#00007.txt#000.mp4,0.0
id10283#u3s9xdUlmmk#00004.txt#000.mp4,id10291#uiBjIKX_0l8#00002.txt#000.mp4,0.0
id10282#Zbz058o9j6s#00002.txt#000.mp4,id10283#vaK4t1-WD4M#00046.txt#000.mp4,0.0
id10283#H4mDLFeGpLU#00003.txt#000.mp4,id10283#vaK4t1-WD4M#00017.txt#000.mp4,0.0
id10286#9K2YB1d8BqY#00012.txt#000.mp4,id10286#DPPq8w5ILrA#00008.txt#000.mp4,0.0
id10286#J37FfHHefdc#00001.txt#001.mp4,id10286#9K2YB1d8BqY#00018.txt#000.mp4,0.0
id10282#IDA_ElNHLn4#00001.txt#000.mp4,id10291#4aLg_keiGHw#00005.txt#000.mp4,0.0
id10292#ENIHEvg_VLM#00008.txt#000.mp4,id10281#ni6gO5jDLJE#00010.txt#000.mp4,0.0
id10283#r9-0pljhZqs#00017.txt#000.mp4,id10291#oa10caYOOzk#00002.txt#000.mp4,0.0
id10286#4TtOX8dgtYI#00002.txt#000.mp4,id10283#vaK4t1-WD4M#00036.txt#000.mp4,0.0
id10282#U3xR3MZjEVg#00008.txt#000.mp4,id10284#YN4cTBWM-QE#00004.txt#000.mp4,0.0
id10292#ENIHEvg_VLM#00011.txt#000.mp4,id10292#ENIHEvg_VLM#00023.txt#000.mp4,0.0
id10284#Rzpm9hlXV6I#00002.txt#000.mp4,id10283#vaK4t1-WD4M#00024.txt#000.mp4,0.0
id10283#uA1E_38TuTw#00001.txt#000.mp4,id10290#cIi74VD0LF0#00008.txt#000.mp4,0.0
id10286#9K2YB1d8BqY#00005.txt#000.mp4,id10285#FUqAFZmZJ80#00011.txt#000.mp4,0.0
id10283#N69Hp2DGMLk#00004.txt#000.mp4,id10289#3g9CjhcNEWk#00004.txt#000.mp4,0.0
id10285#FUqAFZmZJ80#00018.txt#000.mp4,id10286#9K2YB1d8BqY#00004.txt#000.mp4,0.0
id10283#vv4mvANXHcs#00001.txt#001.mp4,id10291#iPZGPcrYIZs#00001.txt#000.mp4,0.0
id10290#cIi74VD0LF0#00001.txt#000.mp4,id10282#qkZNuvX1UNo#00010.txt#000.mp4,0.0
id10286#DPPq8w5ILrA#00005.txt#000.mp4,id10287#RfDogGJ-UnM#00001.txt#001.mp4,0.0
id10286#0sETQ5nxvf8#00001.txt#004.mp4,id10283#vaK4t1-WD4M#00029.txt#000.mp4,0.0
id10290#gTbcgoYXWdU#00003.txt#000.mp4,id10283#p5g1heXp34o#00002.txt#001.mp4,0.0
id10286#iH0jGPqp3Hc#00001.txt#000.mp4,id10286#9K2YB1d8BqY#00001.txt#000.mp4,0.0
id10283#j8UugkSTzzk#00007.txt#000.mp4,id10283#r9-0pljhZqs#00003.txt#000.mp4,0.0
id10292#0zvzJa5HOUQ#00004.txt#000.mp4,id10283#arklnCzCq48#00003.txt#001.mp4,0.0
id10289#3g9CjhcNEWk#00003.txt#000.mp4,id10286#isKyMAYUOgg#00001.txt#000.mp4,0.0
id10286#FP4TghS5_UQ#00001.txt#000.mp4,id10282#Zbz058o9j6s#00005.txt#000.mp4,0.0
id10292#ENIHEvg_VLM#00003.txt#000.mp4,id10283#r9-0pljhZqs#00015.txt#000.mp4,0.0
id10283#h87Y8nir1o0#00008.txt#000.mp4,id10282#qkZNuvX1UNo#00006.txt#000.mp4,0.0
id10286#9K2YB1d8BqY#00001.txt#000.mp4,id10283#r9-0pljhZqs#00016.txt#000.mp4,0.0
id10283#vaK4t1-WD4M#00012.txt#000.mp4,id10291#d2Lasybvo7s#00007.txt#000.mp4,0.0
id10285#m-uILToQ9ss#00008.txt#001.mp4,id10282#OjG2EYFgubs#00001.txt#000.mp4,0.0
id10291#iPZGPcrYIZs#00002.txt#000.mp4,id10289#8l5ZnDf-FUA#00009.txt#000.mp4,0.0
id10282#Zbz058o9j6s#00001.txt#000.mp4,id10281#NHARUN9OhSo#00001.txt#000.mp4,0.0
id10290#gTbcgoYXWdU#00002.txt#000.mp4,id10286#9K2YB1d8BqY#00007.txt#000.mp4,0.0
id10283#vaK4t1-WD4M#00022.txt#000.mp4,id10283#cmG1DiHm-fM#00003.txt#000.mp4,0.0
id10283#vaK4t1-WD4M#00028.txt#000.mp4,id10283#u3s9xdUlmmk#00009.txt#000.mp4,0.0
id10285#FUqAFZmZJ80#00009.txt#000.mp4,id10291#4aLg_keiGHw#00007.txt#000.mp4,0.0
id10283#vaK4t1-WD4M#00038.txt#000.mp4,id10284#Uzxv7Axh3Z8#00006.txt#000.mp4,0.0
id10283#vaK4t1-WD4M#00040.txt#001.mp4,id10287#4oOmqI1myzY#00002.txt#000.mp4,0.0
id10289#GIhCMsZrHF0#00001.txt#000.mp4,id10283#u3s9xdUlmmk#00001.txt#000.mp4,0.0
id10285#FUqAFZmZJ80#00012.txt#000.mp4,id10292#ENIHEvg_VLM#00008.txt#000.mp4,0.0
id10283#cmG1DiHm-fM#00002.txt#000.mp4,id10289#8l5ZnDf-FUA#00020.txt#000.mp4,0.0
id10291#uiBjIKX_0l8#00001.txt#000.mp4,id10289#8l5ZnDf-FUA#00006.txt#000.mp4,0.0
id10287#bP0bKbQQlzc#00001.txt#000.mp4,id10283#vaK4t1-WD4M#00044.txt#000.mp4,0.0
id10291#4aLg_keiGHw#00004.txt#000.mp4,id10286#0sETQ5nxvf8#00001.txt#000.mp4,0.0
id10283#x6M3KQ8-gM4#00004.txt#001.mp4,id10289#3g9CjhcNEWk#00003.txt#000.mp4,0.0
id10286#9K2YB1d8BqY#00016.txt#000.mp4,id10287#bP0bKbQQlzc#00004.txt#000.mp4,0.0
id10291#4aLg_keiGHw#00001.txt#000.mp4,id10286#DPPq8w5ILrA#00009.txt#000.mp4,0.0
id10291#kt4P4cyTpWQ#00006.txt#000.mp4,id10285#FUqAFZmZJ80#00016.txt#000.mp4,0.0
id10292#ENIHEvg_VLM#00005.txt#000.mp4,id10287#4oOmqI1myzY#00001.txt#000.mp4,0.0
id10283#r9-0pljhZqs#00013.txt#000.mp4,id10283#vaK4t1-WD4M#00018.txt#000.mp4,0.0
id10285#FUqAFZmZJ80#00015.txt#000.mp4,id10281#ni6gO5jDLJE#00011.txt#000.mp4,0.0
id10292#0zvzJa5HOUQ#00002.txt#000.mp4,id10291#ibDSPLFJIu0#00002.txt#000.mp4,0.0
id10285#FUqAFZmZJ80#00013.txt#000.mp4,id10291#iPZGPcrYIZs#00005.txt#000.mp4,0.0
id10281#NHARUN9OhSo#00007.txt#000.mp4,id10283#vaK4t1-WD4M#00022.txt#000.mp4,0.0
id10291#aQ6uxeakacs#00002.txt#000.mp4,id10283#vaK4t1-WD4M#00020.txt#000.mp4,0.0
id10292#57KbI2UvGss#00014.txt#000.mp4,id10283#j8UugkSTzzk#00004.txt#001.mp4,0.0
id10283#p5g1heXp34o#00001.txt#000.mp4,id10283#j8UugkSTzzk#00007.txt#000.mp4,0.0
id10281#ni6gO5jDLJE#00006.txt#000.mp4,id10292#57KbI2UvGss#00010.txt#000.mp4,0.0
id10283#j8UugkSTzzk#00004.txt#001.mp4,id10283#vaK4t1-WD4M#00037.txt#000.mp4,0.0
id10283#uA1E_38TuTw#00003.txt#000.mp4,id10285#FUqAFZmZJ80#00001.txt#000.mp4,0.0
id10286#4TtOX8dgtYI#00004.txt#000.mp4,id10291#TMCTm7GxiDE#00008.txt#000.mp4,0.0
id10286#DPPq8w5ILrA#00007.txt#000.mp4,id10283#p5g1heXp34o#00001.txt#000.mp4,0.0
id10290#gTbcgoYXWdU#00001.txt#000.mp4,id10283#H4mDLFeGpLU#00001.txt#000.mp4,0.0
id10282#U3xR3MZjEVg#00005.txt#000.mp4,id10289#zFii0ROZZjc#00003.txt#000.mp4,0.0
id10281#NHARUN9OhSo#00001.txt#000.mp4,id10280#XiKRlssBw2M#00003.txt#000.mp4,0.0
