source,driving,best_frame
/root/autodl-tmp/vox-png/test/id10290#KacOkTDTi-g#00001.txt#000.mp4/0000465.png,/root/autodl-tmp/vox-png/test/id10284#YN4cTBWM-QE#00004.txt#000.mp4/0000036.png,/root/autodl-tmp/vox-png/test/id10284#YN4cTBWM-QE#00004.txt#000.mp4/0000338.png
/root/autodl-tmp/vox-png/test/id10290#gTbcgoYXWdU#00003.txt#000.mp4/0000018.png,/root/autodl-tmp/vox-png/test/id10306#ST2JZXcyYkE#00001.txt#000.mp4/0000372.png,/root/autodl-tmp/vox-png/test/id10306#ST2JZXcyYkE#00001.txt#000.mp4/0000214.png
/root/autodl-tmp/vox-png/test/id10284#Rzpm9hlXV6I#00002.txt#000.mp4/0000088.png,/root/autodl-tmp/vox-png/test/id10285#Zdmm9Mrr8Ts#00001.txt#001.mp4/0000039.png,/root/autodl-tmp/vox-png/test/id10285#Zdmm9Mrr8Ts#00001.txt#001.mp4/0000141.png
/root/autodl-tmp/vox-png/test/id10285#FUqAFZmZJ80#00003.txt#000.mp4/0000024.png,/root/autodl-tmp/vox-png/test/id10306#ST2JZXcyYkE#00001.txt#000.mp4/0000096.png,/root/autodl-tmp/vox-png/test/id10306#ST2JZXcyYkE#00001.txt#000.mp4/0000215.png
/root/autodl-tmp/vox-png/test/id10285#m-uILToQ9ss#00002.txt#000.mp4/0000037.png,/root/autodl-tmp/vox-png/test/id10282#neQO6_CUY4w#00001.txt#000.mp4/0000017.png,/root/autodl-tmp/vox-png/test/id10282#neQO6_CUY4w#00001.txt#000.mp4/0000099.png
/root/autodl-tmp/vox-png/test/id10291#ibDSPLFJIu0#00002.txt#000.mp4/0000005.png,/root/autodl-tmp/vox-png/test/id10280#NXjT3732Ekg#00001.txt#000.mp4/0000072.png,/root/autodl-tmp/vox-png/test/id10280#NXjT3732Ekg#00001.txt#000.mp4/0000065.png
/root/autodl-tmp/vox-png/test/id10290#cIi74VD0LF0#00004.txt#000.mp4/0000181.png,/root/autodl-tmp/vox-png/test/id10289#3g9CjhcNEWk#00004.txt#000.mp4/0000475.png,/root/autodl-tmp/vox-png/test/id10289#3g9CjhcNEWk#00004.txt#000.mp4/0000160.png
/root/autodl-tmp/vox-png/test/id10281#ni6gO5jDLJE#00011.txt#000.mp4/0000244.png,/root/autodl-tmp/vox-png/test/id10287#RfDogGJ-UnM#00002.txt#000.mp4/0000035.png,/root/autodl-tmp/vox-png/test/id10287#RfDogGJ-UnM#00002.txt#000.mp4/0000027.png
/root/autodl-tmp/vox-png/test/id10292#ENIHEvg_VLM#00023.txt#000.mp4/0000119.png,/root/autodl-tmp/vox-png/test/id10281#ni6gO5jDLJE#00005.txt#000.mp4/0000145.png,/root/autodl-tmp/vox-png/test/id10281#ni6gO5jDLJE#00005.txt#000.mp4/0000148.png
/root/autodl-tmp/vox-png/test/id10282#U3xR3MZjEVg#00011.txt#000.mp4/0000072.png,/root/autodl-tmp/vox-png/test/id10289#3g9CjhcNEWk#00012.txt#000.mp4/0000161.png,/root/autodl-tmp/vox-png/test/id10289#3g9CjhcNEWk#00012.txt#000.mp4/0000164.png
/root/autodl-tmp/vox-png/test/id10289#3g9CjhcNEWk#00004.txt#000.mp4/0000142.png,/root/autodl-tmp/vox-png/test/id10306#ST2JZXcyYkE#00001.txt#000.mp4/0000167.png,/root/autodl-tmp/vox-png/test/id10306#ST2JZXcyYkE#00001.txt#000.mp4/0000349.png
/root/autodl-tmp/vox-png/test/id10291#aQ6uxeakacs#00003.txt#000.mp4/0000021.png,/root/autodl-tmp/vox-png/test/id10283#vaK4t1-WD4M#00010.txt#000.mp4/0000086.png,/root/autodl-tmp/vox-png/test/id10283#vaK4t1-WD4M#00010.txt#000.mp4/0000117.png
/root/autodl-tmp/vox-png/test/id10283#vv4mvANXHcs#00004.txt#002.mp4/0000129.png,/root/autodl-tmp/vox-png/test/id10292#ENIHEvg_VLM#00008.txt#000.mp4/0000004.png,/root/autodl-tmp/vox-png/test/id10292#ENIHEvg_VLM#00008.txt#000.mp4/0000021.png
/root/autodl-tmp/vox-png/test/id10285#m-uILToQ9ss#00007.txt#000.mp4/0000064.png,/root/autodl-tmp/vox-png/test/id10286#9K2YB1d8BqY#00015.txt#000.mp4/0000070.png,/root/autodl-tmp/vox-png/test/id10286#9K2YB1d8BqY#00015.txt#000.mp4/0000051.png
/root/autodl-tmp/vox-png/test/id10286#PlJd6NVoigs#00006.txt#000.mp4/0000225.png,/root/autodl-tmp/vox-png/test/id10306#ST2JZXcyYkE#00001.txt#000.mp4/0000009.png,/root/autodl-tmp/vox-png/test/id10306#ST2JZXcyYkE#00001.txt#000.mp4/0000215.png
/root/autodl-tmp/vox-png/test/id10306#ST2JZXcyYkE#00001.txt#000.mp4/0000206.png,/root/autodl-tmp/vox-png/test/id10280#NXjT3732Ekg#00001.txt#000.mp4/0000035.png,/root/autodl-tmp/vox-png/test/id10280#NXjT3732Ekg#00001.txt#000.mp4/0000065.png
/root/autodl-tmp/vox-png/test/id10292#0zvzJa5HOUQ#00002.txt#000.mp4/0000093.png,/root/autodl-tmp/vox-png/test/id10280#XiKRlssBw2M#00001.txt#000.mp4/0000316.png,/root/autodl-tmp/vox-png/test/id10280#XiKRlssBw2M#00001.txt#000.mp4/0000226.png
/root/autodl-tmp/vox-png/test/id10284#YN4cTBWM-QE#00003.txt#000.mp4/0000061.png,/root/autodl-tmp/vox-png/test/id10289#8l5ZnDf-FUA#00006.txt#000.mp4/0000048.png,/root/autodl-tmp/vox-png/test/id10289#8l5ZnDf-FUA#00006.txt#000.mp4/0000066.png
/root/autodl-tmp/vox-png/test/id10285#FUqAFZmZJ80#00014.txt#000.mp4/0000060.png,/root/autodl-tmp/vox-png/test/id10290#cIi74VD0LF0#00008.txt#000.mp4/0000036.png,/root/autodl-tmp/vox-png/test/id10290#cIi74VD0LF0#00008.txt#000.mp4/0000014.png
/root/autodl-tmp/vox-png/test/id10287#RfDogGJ-UnM#00001.txt#000.mp4/0000057.png,/root/autodl-tmp/vox-png/test/id10285#FUqAFZmZJ80#00009.txt#000.mp4/0000004.png,/root/autodl-tmp/vox-png/test/id10285#FUqAFZmZJ80#00009.txt#000.mp4/0000061.png
/root/autodl-tmp/vox-png/test/id10290#gTbcgoYXWdU#00002.txt#000.mp4/0000121.png,/root/autodl-tmp/vox-png/test/id10284#Rzpm9hlXV6I#00001.txt#000.mp4/0000006.png,/root/autodl-tmp/vox-png/test/id10284#Rzpm9hlXV6I#00001.txt#000.mp4/0000113.png
/root/autodl-tmp/vox-png/test/id10306#ST2JZXcyYkE#00001.txt#000.mp4/0000004.png,/root/autodl-tmp/vox-png/test/id10280#XiKRlssBw2M#00003.txt#000.mp4/0000022.png,/root/autodl-tmp/vox-png/test/id10280#XiKRlssBw2M#00003.txt#000.mp4/0000068.png
/root/autodl-tmp/vox-png/test/id10289#8l5ZnDf-FUA#00006.txt#000.mp4/0000086.png,/root/autodl-tmp/vox-png/test/id10306#ST2JZXcyYkE#00001.txt#000.mp4/0000199.png,/root/autodl-tmp/vox-png/test/id10306#ST2JZXcyYkE#00001.txt#000.mp4/0000348.png
/root/autodl-tmp/vox-png/test/id10286#isKyMAYUOgg#00002.txt#000.mp4/0000151.png,/root/autodl-tmp/vox-png/test/id10289#3g9CjhcNEWk#00012.txt#000.mp4/0000191.png,/root/autodl-tmp/vox-png/test/id10289#3g9CjhcNEWk#00012.txt#000.mp4/0000156.png
/root/autodl-tmp/vox-png/test/id10284#YN4cTBWM-QE#00005.txt#000.mp4/0000203.png,/root/autodl-tmp/vox-png/test/id10281#NHARUN9OhSo#00003.txt#000.mp4/0000000.png,/root/autodl-tmp/vox-png/test/id10281#NHARUN9OhSo#00003.txt#000.mp4/0000004.png
/root/autodl-tmp/vox-png/test/id10287#MHoaMi5hKkE#00003.txt#000.mp4/0000245.png,/root/autodl-tmp/vox-png/test/id10290#gTbcgoYXWdU#00005.txt#000.mp4/0000063.png,/root/autodl-tmp/vox-png/test/id10290#gTbcgoYXWdU#00005.txt#000.mp4/0000084.png
/root/autodl-tmp/vox-png/test/id10284#YN4cTBWM-QE#00003.txt#000.mp4/0000039.png,/root/autodl-tmp/vox-png/test/id10291#98qWWArcL3Y#00004.txt#000.mp4/0000068.png,/root/autodl-tmp/vox-png/test/id10291#98qWWArcL3Y#00004.txt#000.mp4/0000131.png
/root/autodl-tmp/vox-png/test/id10287#V0ubcXO71Sg#00002.txt#000.mp4/0000057.png,/root/autodl-tmp/vox-png/test/id10290#gTbcgoYXWdU#00004.txt#000.mp4/0000288.png,/root/autodl-tmp/vox-png/test/id10290#gTbcgoYXWdU#00004.txt#000.mp4/0000074.png
/root/autodl-tmp/vox-png/test/id10280#XiKRlssBw2M#00004.txt#000.mp4/0000069.png,/root/autodl-tmp/vox-png/test/id10284#YN4cTBWM-QE#00004.txt#000.mp4/0000082.png,/root/autodl-tmp/vox-png/test/id10284#YN4cTBWM-QE#00004.txt#000.mp4/0000349.png
/root/autodl-tmp/vox-png/test/id10290#gTbcgoYXWdU#00001.txt#000.mp4/0000036.png,/root/autodl-tmp/vox-png/test/id10285#FUqAFZmZJ80#00015.txt#000.mp4/0000043.png,/root/autodl-tmp/vox-png/test/id10285#FUqAFZmZJ80#00015.txt#000.mp4/0000008.png
/root/autodl-tmp/vox-png/test/id10291#kt4P4cyTpWQ#00003.txt#000.mp4/0000048.png,/root/autodl-tmp/vox-png/test/id10280#XiKRlssBw2M#00002.txt#000.mp4/0000233.png,/root/autodl-tmp/vox-png/test/id10280#XiKRlssBw2M#00002.txt#000.mp4/0000451.png
/root/autodl-tmp/vox-png/test/id10281#NHARUN9OhSo#00002.txt#000.mp4/0000133.png,/root/autodl-tmp/vox-png/test/id10287#bP0bKbQQlzc#00004.txt#000.mp4/0000185.png,/root/autodl-tmp/vox-png/test/id10287#bP0bKbQQlzc#00004.txt#000.mp4/0000187.png
/root/autodl-tmp/vox-png/test/id10280#NXjT3732Ekg#00001.txt#000.mp4/0000048.png,/root/autodl-tmp/vox-png/test/id10285#Zdmm9Mrr8Ts#00003.txt#000.mp4/0000023.png,/root/autodl-tmp/vox-png/test/id10285#Zdmm9Mrr8Ts#00003.txt#000.mp4/0000146.png
/root/autodl-tmp/vox-png/test/id10287#MHoaMi5hKkE#00001.txt#001.mp4/0000168.png,/root/autodl-tmp/vox-png/test/id10291#TMCTm7GxiDE#00009.txt#000.mp4/0000029.png,/root/autodl-tmp/vox-png/test/id10291#TMCTm7GxiDE#00009.txt#000.mp4/0000015.png
/root/autodl-tmp/vox-png/test/id10289#3g9CjhcNEWk#00003.txt#000.mp4/0000017.png,/root/autodl-tmp/vox-png/test/id10292#57KbI2UvGss#00014.txt#000.mp4/0000080.png,/root/autodl-tmp/vox-png/test/id10292#57KbI2UvGss#00014.txt#000.mp4/0000108.png
/root/autodl-tmp/vox-png/test/id10280#XiKRlssBw2M#00002.txt#000.mp4/0000306.png,/root/autodl-tmp/vox-png/test/id10282#qkZNuvX1UNo#00005.txt#000.mp4/0000108.png,/root/autodl-tmp/vox-png/test/id10282#qkZNuvX1UNo#00005.txt#000.mp4/0000102.png
/root/autodl-tmp/vox-png/test/id10291#98qWWArcL3Y#00005.txt#000.mp4/0000096.png,/root/autodl-tmp/vox-png/test/id10283#uA1E_38TuTw#00005.txt#000.mp4/0000051.png,/root/autodl-tmp/vox-png/test/id10283#uA1E_38TuTw#00005.txt#000.mp4/0000034.png
/root/autodl-tmp/vox-png/test/id10282#qkZNuvX1UNo#00007.txt#000.mp4/0000048.png,/root/autodl-tmp/vox-png/test/id10283#r9-0pljhZqs#00014.txt#000.mp4/0000117.png,/root/autodl-tmp/vox-png/test/id10283#r9-0pljhZqs#00014.txt#000.mp4/0000079.png
/root/autodl-tmp/vox-png/test/id10284#Uzxv7Axh3Z8#00006.txt#000.mp4/0000045.png,/root/autodl-tmp/vox-png/test/id10286#9K2YB1d8BqY#00014.txt#000.mp4/0000000.png,/root/autodl-tmp/vox-png/test/id10286#9K2YB1d8BqY#00014.txt#000.mp4/0000000.png
/root/autodl-tmp/vox-png/test/id10284#YN4cTBWM-QE#00005.txt#000.mp4/0000202.png,/root/autodl-tmp/vox-png/test/id10280#XiKRlssBw2M#00004.txt#000.mp4/0000162.png,/root/autodl-tmp/vox-png/test/id10280#XiKRlssBw2M#00004.txt#000.mp4/0000083.png
/root/autodl-tmp/vox-png/test/id10306#ST2JZXcyYkE#00001.txt#000.mp4/0000421.png,/root/autodl-tmp/vox-png/test/id10290#cIi74VD0LF0#00009.txt#000.mp4/0000185.png,/root/autodl-tmp/vox-png/test/id10290#cIi74VD0LF0#00009.txt#000.mp4/0000198.png
/root/autodl-tmp/vox-png/test/id10282#37XQxZ5lBD8#00002.txt#000.mp4/0000079.png,/root/autodl-tmp/vox-png/test/id10283#vaK4t1-WD4M#00026.txt#000.mp4/0000113.png,/root/autodl-tmp/vox-png/test/id10283#vaK4t1-WD4M#00026.txt#000.mp4/0000042.png
